;caption_id;image_id;caption;image_path;
209;209;7399;;training/d/dorm_room/ADE_train_00007399.jpg;https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/lborec/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/d/dorm_room/ADE_train_00007399.jpg
210;210;2859;;training/b/bathroom/ADE_train_00002859.jpg;https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/lborec/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/b/bathroom/ADE_train_00002859.jpg
211;211;3601;;training/b/bedroom/ADE_train_00003601.jpg;https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/lborec/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/b/bedroom/ADE_train_00003601.jpg
212;212;6756;;training/d/dinette/home/ADE_train_00006756.jpg;https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/lborec/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/d/dinette/home/ADE_train_00006756.jpg
213;213;9525;;training/h/hotel_room/ADE_train_00009525.jpg;https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/lborec/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/h/hotel_room/ADE_train_00009525.jpg
214;214;5522;;training/c/childs_room/ADE_train_00005522.jpg;https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/lborec/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/c/childs_room/ADE_train_00005522.jpg
215;215;168;;training/b/bathroom/ADE_train_00000168.jpg;https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/lborec/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/b/bathroom/ADE_train_00000168.jpg
216;216;10897;;training/l/laundromat/ADE_train_00010897.jpg;https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/lborec/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/l/laundromat/ADE_train_00010897.jpg
217;217;8421;;training/g/game_room/ADE_train_00008421.jpg;https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/lborec/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/g/game_room/ADE_train_00008421.jpg
218;218;10702;;training/k/kitchen/ADE_train_00010702.jpg;https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/lborec/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/k/kitchen/ADE_train_00010702.jpg
219;219;15410;;training/p/playroom/ADE_train_00015410.jpg;https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/lborec/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/p/playroom/ADE_train_00015410.jpg
220;220;10698;;training/k/kitchen/ADE_train_00010698.jpg;https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/lborec/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/k/kitchen/ADE_train_00010698.jpg
221;221;2772;;training/b/bathroom/ADE_train_00002772.jpg;https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/lborec/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/b/bathroom/ADE_train_00002772.jpg
222;222;2655;;training/b/bathroom/ADE_train_00002655.jpg;https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/lborec/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/b/bathroom/ADE_train_00002655.jpg
223;223;3363;;training/b/bedroom/ADE_train_00003363.jpg;https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/lborec/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/b/bedroom/ADE_train_00003363.jpg
224;224;7159;;training/d/dining_room/ADE_train_00007159.jpg;https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/lborec/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/d/dining_room/ADE_train_00007159.jpg
225;225;10544;;training/k/kitchen/ADE_train_00010544.jpg;https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/lborec/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/k/kitchen/ADE_train_00010544.jpg
226;226;751;;training/l/living_room/ADE_train_00000751.jpg;https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/lborec/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/l/living_room/ADE_train_00000751.jpg
227;227;6957;;training/d/dining_room/ADE_train_00006957.jpg;https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/lborec/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/d/dining_room/ADE_train_00006957.jpg
228;228;3746;;training/b/bedroom/ADE_train_00003746.jpg;https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/lborec/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/b/bedroom/ADE_train_00003746.jpg
229;229;101380;;validation/g/garage/indoor/ADE_val_00001380.jpg;https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/lborec/view/data/ImageCorpora/ADE20K_2016_07_26/images/validation/g/garage/indoor/ADE_val_00001380.jpg
230;230;3002;;training/b/bathroom/ADE_train_00003002.jpg;https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/lborec/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/b/bathroom/ADE_train_00003002.jpg
231;231;11321;;training/l/living_room/ADE_train_00011321.jpg;https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/lborec/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/l/living_room/ADE_train_00011321.jpg
232;232;6902;;training/d/dining_room/ADE_train_00006902.jpg;https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/lborec/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/d/dining_room/ADE_train_00006902.jpg
233;233;10243;;training/k/kitchen/ADE_train_00010243.jpg;https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/lborec/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/k/kitchen/ADE_train_00010243.jpg
234;234;7405;;training/d/dorm_room/ADE_train_00007405.jpg;https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/lborec/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/d/dorm_room/ADE_train_00007405.jpg
235;235;101149;;validation/b/bedroom/ADE_val_00001149.jpg;https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/lborec/view/data/ImageCorpora/ADE20K_2016_07_26/images/validation/b/bedroom/ADE_val_00001149.jpg
236;236;9384;;training/h/home_office/ADE_train_00009384.jpg;https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/lborec/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/h/home_office/ADE_train_00009384.jpg
237;237;1899;;training/a/attic/ADE_train_00001899.jpg;https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/lborec/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/a/attic/ADE_train_00001899.jpg
238;238;654;;training/l/living_room/ADE_train_00000654.jpg;https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/lborec/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/l/living_room/ADE_train_00000654.jpg
239;239;10257;;training/k/kitchen/ADE_train_00010257.jpg;https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/lborec/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/k/kitchen/ADE_train_00010257.jpg
240;240;646;;training/k/kitchen/ADE_train_00000646.jpg;https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/lborec/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/k/kitchen/ADE_train_00000646.jpg
241;241;10392;;training/k/kitchen/ADE_train_00010392.jpg;https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/lborec/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/k/kitchen/ADE_train_00010392.jpg
242;242;11110;;training/l/living_room/ADE_train_00011110.jpg;https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/lborec/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/l/living_room/ADE_train_00011110.jpg
243;243;6882;;training/d/dining_room/ADE_train_00006882.jpg;https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/lborec/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/d/dining_room/ADE_train_00006882.jpg
244;244;10889;;training/l/laundromat/ADE_train_00010889.jpg;https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/lborec/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/l/laundromat/ADE_train_00010889.jpg
245;245;6986;;training/d/dining_room/ADE_train_00006986.jpg;https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/lborec/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/d/dining_room/ADE_train_00006986.jpg
246;246;2940;;training/b/bathroom/ADE_train_00002940.jpg;https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/lborec/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/b/bathroom/ADE_train_00002940.jpg
247;247;10088;;training/k/kennel/indoor/ADE_train_00010088.jpg;https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/lborec/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/k/kennel/indoor/ADE_train_00010088.jpg
248;248;6921;;training/d/dining_room/ADE_train_00006921.jpg;https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/lborec/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/d/dining_room/ADE_train_00006921.jpg
249;249;10421;;training/k/kitchen/ADE_train_00010421.jpg;https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/lborec/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/k/kitchen/ADE_train_00010421.jpg
250;250;11269;;training/l/living_room/ADE_train_00011269.jpg;https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/lborec/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/l/living_room/ADE_train_00011269.jpg
251;251;57;;training/b/bathroom/ADE_train_00000057.jpg;https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/lborec/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/b/bathroom/ADE_train_00000057.jpg
252;252;9659;;training/h/hotel_room/ADE_train_00009659.jpg;https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/lborec/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/h/hotel_room/ADE_train_00009659.jpg
253;253;11462;;training/l/living_room/ADE_train_00011462.jpg;https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/lborec/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/l/living_room/ADE_train_00011462.jpg
254;254;7190;;training/d/dining_room/ADE_train_00007190.jpg;https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/lborec/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/d/dining_room/ADE_train_00007190.jpg
255;255;93;;training/b/bathroom/ADE_train_00000093.jpg;https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/lborec/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/b/bathroom/ADE_train_00000093.jpg
256;256;100303;;validation/d/dinette/home/ADE_val_00000303.jpg;https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/lborec/view/data/ImageCorpora/ADE20K_2016_07_26/images/validation/d/dinette/home/ADE_val_00000303.jpg
257;257;101376;;validation/g/game_room/ADE_val_00001376.jpg;https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/lborec/view/data/ImageCorpora/ADE20K_2016_07_26/images/validation/g/game_room/ADE_val_00001376.jpg
258;258;11477;;training/l/living_room/ADE_train_00011477.jpg;https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/lborec/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/l/living_room/ADE_train_00011477.jpg
259;259;17;;training/b/bathroom/ADE_train_00000017.jpg;https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/lborec/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/b/bathroom/ADE_train_00000017.jpg
260;260;11361;A living room with a lot of furniture, a fireplace in the corner, two carpets, two lamps, and a large window to the right.;training/l/living_room/ADE_train_00011361.jpg;https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/lborec/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/l/living_room/ADE_train_00011361.jpg
261;261;3910;A hotel bedroom with a made bed for two with a wardrobe and a bedside table with a lamp to the left.;training/b/bedroom/ADE_train_00003910.jpg;https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/lborec/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/b/bedroom/ADE_train_00003910.jpg
262;262;595;A kitchen with wooden elements, a large fridge, a stove, a sink, and a kitchen island on top of which is a gas stove.;training/k/kitchen/ADE_train_00000595.jpg;https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/lborec/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/k/kitchen/ADE_train_00000595.jpg
263;263;100332;An unorganized dorm room with trousers hanging on top of a chair, sneakers on the floor and a desk filled with various things.;validation/d/dorm_room/ADE_val_00000332.jpg;https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/lborec/view/data/ImageCorpora/ADE20K_2016_07_26/images/validation/d/dorm_room/ADE_val_00000332.jpg
264;264;16808;A staircase painted blue in between the steps, next to which is a door.;training/s/staircase/ADE_train_00016808.jpg;https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/lborec/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/s/staircase/ADE_train_00016808.jpg
265;265;11194;A living room with a couch with a few coushions on it and a tree behind it.;training/l/living_room/ADE_train_00011194.jpg;https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/lborec/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/l/living_room/ADE_train_00011194.jpg
266;266;7067;A dining room with four chairs with a shelf displaying kitchenware at the back an a window to the left.;training/d/dining_room/ADE_train_00007067.jpg;https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/lborec/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/d/dining_room/ADE_train_00007067.jpg
267;267;11197;A living room with blue sofas connected to the kitchen with wooden kitchen counter elements.;training/l/living_room/ADE_train_00011197.jpg;https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/lborec/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/l/living_room/ADE_train_00011197.jpg
268;268;100506;A living room with a flat screen tv, a zebra carpet in front of it, a black leather sofa, and two red pieces of furniture.;validation/l/living_room/ADE_val_00000506.jpg;https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/lborec/view/data/ImageCorpora/ADE20K_2016_07_26/images/validation/l/living_room/ADE_val_00000506.jpg
269;269;3233;A bedroom with a bed, a television in front of it and a window.;training/b/bedroom/ADE_train_00003233.jpg;https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/lborec/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/b/bedroom/ADE_train_00003233.jpg
270;270;14967;A pantry filled with boxes, urns and other items.;training/p/pantry/ADE_train_00014967.jpg;https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/lborec/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/p/pantry/ADE_train_00014967.jpg
271;271;2665;A bathroom with brown tiles and a bath tub.;training/b/bathroom/ADE_train_00002665.jpg;https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/lborec/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/b/bathroom/ADE_train_00002665.jpg
272;272;9534;A hotel room with two beds and two desks with a large balcony overseeing a beach with palms.;training/h/hotel_room/ADE_train_00009534.jpg;https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/lborec/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/h/hotel_room/ADE_train_00009534.jpg
273;273;6928;A dining room with a table for six, a big artificial plant in the corner and two large windows overseeing skyscrapers.;training/d/dining_room/ADE_train_00006928.jpg;https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/lborec/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/d/dining_room/ADE_train_00006928.jpg
274;274;101716;A room with a pool table and several chairs placed in front of home cinema.;validation/p/poolroom/home/ADE_val_00001716.jpg;https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/lborec/view/data/ImageCorpora/ADE20K_2016_07_26/images/validation/p/poolroom/home/ADE_val_00001716.jpg
275;275;3693;A hotel room with a bed that has deep red ornamented sheeds on it, next to which is a bedside table with a lamp and a clock.;training/b/bedroom/ADE_train_00003693.jpg;https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/lborec/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/b/bedroom/ADE_train_00003693.jpg
276;276;9573;A small hotel room with a bed and a sideboard on top of which is a television,a cell phone, a glass with a drink and other small items.;training/h/hotel_room/ADE_train_00009573.jpg;https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/lborec/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/h/hotel_room/ADE_train_00009573.jpg
277;277;772;A living room with red wall, two white couches atop of which are two paintings, a wooden table and a large balcony with trees in the background.;training/l/living_room/ADE_train_00000772.jpg;https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/lborec/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/l/living_room/ADE_train_00000772.jpg
278;278;90;A bathroom with turqoise tiles with a sink, an empty shelf and a towel with illustrations of bees on it.;training/b/bathroom/ADE_train_00000090.jpg;https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/lborec/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/b/bathroom/ADE_train_00000090.jpg
279;279;101968;A poorly lit living room with two couches, a fireplace and a TV in the corner.;validation/l/living_room/ADE_val_00001968.jpg;https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/lborec/view/data/ImageCorpora/ADE20K_2016_07_26/images/validation/l/living_room/ADE_val_00001968.jpg
280;280;11096;A living room with three wooden shelves filled books.;training/l/living_room/ADE_train_00011096.jpg;https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/lborec/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/l/living_room/ADE_train_00011096.jpg
281;281;10360;A kitchen with wooden countertops with two bottles of coca cola on the countertop.;training/k/kitchen/ADE_train_00010360.jpg;https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/lborec/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/k/kitchen/ADE_train_00010360.jpg
282;282;16795;A tall wooden spiral staircase.;training/s/staircase/ADE_train_00016795.jpg;https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/lborec/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/s/staircase/ADE_train_00016795.jpg
283;283;544;A modern-looking bedroom with a metal bed frame, white glossy furniture, a painting above the bad and a macbook laptop in front of the bed.;training/b/bedroom/ADE_train_00000544.jpg;https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/lborec/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/b/bedroom/ADE_train_00000544.jpg
284;284;2797;A bathroom with a bathtub with a shower curtain, a toilet, a sink and a small round window above it.;training/b/bathroom/ADE_train_00002797.jpg;https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/lborec/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/b/bathroom/ADE_train_00002797.jpg
285;285;14990;A pantry filled with jars, kitchen towels, bottles and baskets.;training/p/pantry/ADE_train_00014990.jpg;https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/lborec/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/p/pantry/ADE_train_00014990.jpg
286;286;2535;A bathroom with a bathtub, a toilet and a basked filled with magazines next to the toilet.;training/b/bathroom/ADE_train_00002535.jpg;https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/lborec/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/b/bathroom/ADE_train_00002535.jpg
287;287;1911;An empty attic with a few lightbulbs on top.;training/a/attic/ADE_train_00001911.jpg;https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/lborec/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/a/attic/ADE_train_00001911.jpg
288;288;11245;A living room with a large white carpet, reddish floors and three painings on the wall.;training/l/living_room/ADE_train_00011245.jpg;https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/lborec/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/l/living_room/ADE_train_00011245.jpg
289;289;302;A bedroom with custom wall to wall furniture and a bed with a lamp on both sides of it.;training/b/bedroom/ADE_train_00000302.jpg;https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/lborec/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/b/bedroom/ADE_train_00000302.jpg
290;290;11302;A living room with a couch, table, and an old school fireplace in the corner.;training/l/living_room/ADE_train_00011302.jpg;https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/lborec/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/l/living_room/ADE_train_00011302.jpg
291;291;15524;A room with a table for playing pool, a carpet and a ratan couch with red cushonsin the back.;training/p/poolroom/home/ADE_train_00015524.jpg;https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/lborec/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/p/poolroom/home/ADE_train_00015524.jpg
292;292;9625;A poorly lit bedroom with a bed, a bedside table and a lamp on top of it.;training/h/hotel_room/ADE_train_00009625.jpg;https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/lborec/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/h/hotel_room/ADE_train_00009625.jpg
293;293;392;A living room with two connected single beds with a breakfast tray and a magazine on top of one bad and with a lamp a bedside table on the side of each bed.;training/b/bedroom/ADE_train_00000392.jpg;https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/lborec/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/b/bedroom/ADE_train_00000392.jpg
294;294;176;A bathroom with small brown tiles consisting of a bathtub, a sink and a mirror above the sink.;training/b/bathroom/ADE_train_00000176.jpg;https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/lborec/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/b/bathroom/ADE_train_00000176.jpg
295;295;100089;A bathroom with a bath tub, a shower cubicle,a toilet and a small window.;validation/b/bathroom/ADE_val_00000089.jpg;https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/lborec/view/data/ImageCorpora/ADE20K_2016_07_26/images/validation/b/bathroom/ADE_val_00000089.jpg
296;296;833;A living room with two coutches, a table and a fire place on top of which is a painting.;training/l/living_room/ADE_train_00000833.jpg;https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/lborec/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/l/living_room/ADE_train_00000833.jpg
297;297;507;A bedroom with a bed with pineapple drawings on the sheet, along with a sofa and a TV placed next within a nook with a large window depicting nature.;training/b/bedroom/ADE_train_00000507.jpg;https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/lborec/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/b/bedroom/ADE_train_00000507.jpg
298;298;6981;A dining room with a wooden table, a vase with sunflowers on it, and a cottage garden in the back.;training/d/dining_room/ADE_train_00006981.jpg;https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/lborec/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/d/dining_room/ADE_train_00006981.jpg
299;299;10219;A kitchen with blue walls showing a fridge from sideways across from which is a kitchen counter top.;training/k/kitchen/ADE_train_00010219.jpg;https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/lborec/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/k/kitchen/ADE_train_00010219.jpg
300;300;2567;A bathroom with a shower cubicle, a sink, a bathrobe hanging on the wall and orchids laying in the corner.;training/b/bathroom/ADE_train_00002567.jpg;https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/lborec/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/b/bathroom/ADE_train_00002567.jpg
301;301;3887;A bedroom with a large with a painting above it and a lamp to its right.;training/b/bedroom/ADE_train_00003887.jpg;https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/lborec/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/b/bedroom/ADE_train_00003887.jpg
302;302;10613;A kitchen with two stoves, two bar chairs and a shelf displaying brass kitchenware.;training/k/kitchen/ADE_train_00010613.jpg;https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/lborec/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/k/kitchen/ADE_train_00010613.jpg
303;303;9358;A desk with a computer monitor, a keyboard, a mouse and a photograph showing three people.;training/h/home_office/ADE_train_00009358.jpg;https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/lborec/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/h/home_office/ADE_train_00009358.jpg
304;304;11236;A poorly lit living room with a few plants and a dog.;training/l/living_room/ADE_train_00011236.jpg;https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/lborec/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/l/living_room/ADE_train_00011236.jpg
305;305;10673;A large kitchen with a round green table with four chairs.;training/k/kitchen/ADE_train_00010673.jpg;https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/lborec/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/k/kitchen/ADE_train_00010673.jpg
306;306;100097;A bathroom with a sink, large mirror and a toilet on top of which is a vase with flowers.;validation/b/bathroom/ADE_val_00000097.jpg;https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/lborec/view/data/ImageCorpora/ADE20K_2016_07_26/images/validation/b/bathroom/ADE_val_00000097.jpg
307;307;10631;A kitchen with a stove and marble top overviewing a living room with plants.;training/k/kitchen/ADE_train_00010631.jpg;https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/lborec/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/k/kitchen/ADE_train_00010631.jpg
308;308;7150;A dining room with a table set for four with a vase on it and a painting in the background.;training/d/dining_room/ADE_train_00007150.jpg;https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/lborec/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/d/dining_room/ADE_train_00007150.jpg
309;309;15210;A parlor with a big wooden structure, walls covered in wallpaper with white and golden ornaments and many chairs against the wall.;training/p/parlor/ADE_train_00015210.jpg;https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/lborec/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/p/parlor/ADE_train_00015210.jpg
